EC-Lab ASCII FILE
Nb header lines : 55                          

Linear Polarization

Run on channel : 2 (SN 25892)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Ewe ctrl range : min = -10,00 V, max = 10,00 V
Safety Limits :
	Do not start on E overload
Acquisition started on : 10.08.2018 15:01:16
Saved on :
	File : 1.4571_plasma.mpr
	Directory : D:\VLK\2018\Probe MPAL40\
	Host : 172.16.12.5
Device : VSP (SN 1524)
Address : USB
EC-Lab for windows v10.44 (software)
Internet server v10.44 (firmware)
Command interpretor v10.44 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Electrode surface area : 0,001 cm²
Characteristic mass : 0,001 g
Equivalent Weight : 0,000 g/eq.
Density : 0,000 g/cm3
tR (h:m:s)          0:00:0,0000         
dER/dt (mV/h)       0,0                 
dER (mV)            0                   
dtR (s)             1,0000              
dE/dt               0,100               
dE/dt unit          mV/s                
Ei (V)              -0,300              
vs.                 Ref                 
EL (V)              1,500               
vs.                 Ref                 
record              I                   
dI                  0,000               
unit dI             µA                  
tI (s)              2,0000              
step percent        25                  
N                   5                   
E range min (V)     -10,000             
E range max (V)     10,000              
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           5                   

mode	ox/red	error	control changes	time/s	control/V	Ewe/V	I/mA	P/W
2	1	0	1	1,473200076775420E+004	1,1731175E+000	1,1727853E+000	7,1080878E-002	8,3362611E-005
2	1	0	0	1,473400076772999E+004	1,1731175E+000	1,1728617E+000	7,1011521E-002	8,3286694E-005
2	1	0	0	1,473600076770577E+004	1,1734256E+000	1,1731483E+000	7,1227863E-002	8,3560844E-005
2	1	0	0	1,473800076768156E+004	1,1734256E+000	1,1731673E+000	7,1194768E-002	8,3523380E-005
2	1	0	0	1,474000076765734E+004	1,1737335E+000	1,1734730E+000	7,1416207E-002	8,3804989E-005
2	1	0	1	1,474200076763313E+004	1,1740414E+000	1,1737596E+000	7,1626827E-002	8,4072672E-005
2	1	0	1	1,474400076760892E+004	1,1740414E+000	1,1736641E+000	7,1615368E-002	8,4052386E-005
2	1	0	1	1,474600076758470E+004	1,1743493E+000	1,1741226E+000	7,1825981E-002	8,4332503E-005
2	1	0	1	1,474800076756049E+004	1,1746572E+000	1,1743326E+000	7,2055057E-002	8,4616600E-005
2	1	0	0	1,475000076753627E+004	1,1746572E+000	1,1742181E+000	7,2021328E-002	8,4568746E-005
2	1	0	0	1,475200076751206E+004	1,1749653E+000	1,1746765E+000	7,2258674E-002	8,4880572E-005
2	1	0	0	1,475400076748784E+004	1,1752732E+000	1,1750586E+000	7,2497278E-002	8,5188549E-005
2	1	0	1	1,475600076746363E+004	1,1752732E+000	1,1751733E+000	7,2451472E-002	8,5143038E-005
2	1	0	1	1,475800076743941E+004	1,1755811E+000	1,1754025E+000	7,2668448E-002	8,5414678E-005
2	1	0	1	1,476000076741520E+004	1,1758890E+000	1,1756890E+000	7,2916597E-002	8,5727239E-005
2	1	0	1	1,476200076739099E+004	1,1758890E+000	1,1756699E+000	7,2887331E-002	8,5691441E-005
2	1	0	0	1,476400076736677E+004	1,1761969E+000	1,1758418E+000	7,3120855E-002	8,5978558E-005
2	1	0	0	1,476600076734256E+004	1,1765049E+000	1,1763576E+000	7,3383644E-002	8,6325410E-005
2	1	0	0	1,476800076731834E+004	1,1765049E+000	1,1762431E+000	7,3329568E-002	8,6253393E-005
2	1	0	1	1,477000076729413E+004	1,1768129E+000	1,1764914E+000	7,3549084E-002	8,6529864E-005
2	1	0	1	1,477200076726991E+004	1,1771208E+000	1,1769308E+000	7,3802330E-002	8,6860236E-005
2	1	0	1	1,477400076724570E+004	1,1771208E+000	1,1768925E+000	7,3773064E-002	8,6822969E-005
2	1	0	1	1,477600076722149E+004	1,1774287E+000	1,1773129E+000	7,3977947E-002	8,7095184E-005
2	1	0	0	1,477800076719727E+004	1,1774287E+000	1,1771410E+000	7,3954403E-002	8,7054759E-005
2	1	0	0	1,478000076717306E+004	1,1777366E+000	1,1774083E+000	7,4156113E-002	8,7312023E-005
2	1	0	0	1,478200076714884E+004	1,1780446E+000	1,1777523E+000	7,4396640E-002	8,7620814E-005
2	1	0	0	1,478400076712463E+004	1,1780446E+000	1,1777713E+000	7,4374370E-002	8,7596003E-005
2	1	0	1	1,478600076710041E+004	1,1783526E+000	1,1780770E+000	7,4628890E-002	8,7918575E-005
2	1	0	1	1,478800076707620E+004	1,1786605E+000	1,1784781E+000	7,4843325E-002	8,8201217E-005
2	1	0	1	1,479000076705198E+004	1,1786605E+000	1,1783062E+000	7,4822329E-002	8,8163615E-005
2	1	0	0	1,479200076702777E+004	1,1789684E+000	1,1787266E+000	7,5045660E-002	8,8458313E-005
2	1	0	0	1,479400076700356E+004	1,1792763E+000	1,1789367E+000	7,5286821E-002	8,8758396E-005
2	1	0	0	1,479600076697934E+004	1,1792763E+000	1,1790704E+000	7,5257555E-002	8,8733948E-005
2	1	0	0	1,479800076695513E+004	1,1795843E+000	1,1793760E+000	7,5479619E-002	8,9018853E-005
2	1	0	1	1,480000076693091E+004	1,1798923E+000	1,1797963E+000	7,5718239E-002	8,9332098E-005
2	1	0	1	1,480200076690670E+004	1,1798923E+000	1,1796435E+000	7,5653963E-002	8,9244706E-005
2	1	0	0	1,480400076688248E+004	1,1802002E+000	1,1798728E+000	7,5877301E-002	8,9525558E-005
2	1	0	0	1,480600076685827E+004	1,1805081E+000	1,1802739E+000	7,6147102E-002	8,9874433E-005
2	1	0	0	1,480800076683406E+004	1,1805081E+000	1,1802357E+000	7,6083466E-002	8,9796427E-005
2	1	0	0	1,481000076680984E+004	1,1808161E+000	1,1805031E+000	7,6315723E-002	9,0090951E-005
2	1	0	1	1,481200076678563E+004	1,1811240E+000	1,1808280E+000	7,6587416E-002	9,0436566E-005
2	1	0	1	1,481400076676141E+004	1,1811240E+000	1,1808852E+000	7,6502159E-002	9,0340269E-005
2	1	0	1	1,481600076673720E+004	1,1814319E+000	1,1811527E+000	7,6737590E-002	9,0638809E-005
2	1	0	0	1,481800076671298E+004	1,1814319E+000	1,1812100E+000	7,6700680E-002	9,0599613E-005
2	1	0	0	1,482000076668877E+004	1,1817399E+000	1,1814966E+000	7,6920845E-002	9,0881716E-005
2	1	0	0	1,482200076666455E+004	1,1820478E+000	1,1818404E+000	7,7179179E-002	9,1213471E-005
2	1	0	0	1,482400076664034E+004	1,1820478E+000	1,1818213E+000	7,7140361E-002	9,1166126E-005
2	1	0	1	1,482600076661613E+004	1,1823558E+000	1,1821461E+000	7,7370062E-002	9,1462716E-005
2	1	0	1	1,482800076659191E+004	1,1826637E+000	1,1825091E+000	7,7610590E-002	9,1775226E-005
2	1	0	1	1,483000076656770E+004	1,1826637E+000	1,1824517E+000	7,7567324E-002	9,1719616E-005
2	1	0	1	1,483200076654348E+004	1,1829716E+000	1,1826428E+000	7,7803388E-002	9,2013615E-005
2	1	0	0	1,483400076651927E+004	1,1832796E+000	1,1831204E+000	7,8039452E-002	9,2330069E-005
2	1	0	0	1,483600076649505E+004	1,1832796E+000	1,1830822E+000	7,7985376E-002	9,2263115E-005
2	1	0	0	1,483800076647084E+004	1,1835876E+000	1,1833879E+000	7,8221440E-002	9,2566304E-005
2	1	0	1	1,484000076644662E+004	1,1838955E+000	1,1837126E+000	7,8477874E-002	9,2895250E-005
2	1	0	1	1,484200076642241E+004	1,1838955E+000	1,1837890E+000	7,8442864E-002	9,2859802E-005
2	1	0	1	1,484400076639820E+004	1,1842034E+000	1,1839418E+000	7,8682117E-002	9,3155053E-005
2	1	0	1	1,484600076637398E+004	1,1845113E+000	1,1842666E+000	7,8925818E-002	9,3469207E-005
2	1	0	0	1,484800076634977E+004	1,1845113E+000	1,1843239E+000	7,8875557E-002	9,3414208E-005
2	1	0	0	1,485000076632555E+004	1,1848193E+000	1,1844958E+000	7,9094447E-002	9,3687042E-005
2	1	0	0	1,485200076630134E+004	1,1848193E+000	1,1844958E+000	7,9081088E-002	9,3671217E-005
2	1	0	1	1,485400076627712E+004	1,1851273E+000	1,1847442E+000	7,9296783E-002	9,3946408E-005
2	1	0	1	1,485600076625291E+004	1,1854352E+000	1,1851454E+000	7,9542391E-002	9,4269300E-005
2	1	0	1	1,485800076622870E+004	1,1854352E+000	1,1852601E+000	7,9512492E-002	9,4242983E-005
2	1	0	1	1,486000076620448E+004	1,1857431E+000	1,1855274E+000	7,9739012E-002	9,4532785E-005
2	1	0	0	1,486200076618027E+004	1,1860510E+000	1,1856993E+000	7,9958536E-002	9,4806783E-005
2	1	0	0	1,486400076615605E+004	1,1860510E+000	1,1855657E+000	7,9936907E-002	9,4770454E-005
2	1	0	0	1,486600076613184E+004	1,1863589E+000	1,1861961E+000	8,0251873E-002	9,5194460E-005
2	1	0	0	1,486800076610762E+004	1,1866670E+000	1,1865400E+000	8,0489852E-002	9,5504431E-005
2	1	0	1	1,487000076608341E+004	1,1866670E+000	1,1865208E+000	8,0498755E-002	9,5513446E-005
2	1	0	1	1,487200076605919E+004	1,1869749E+000	1,1868457E+000	8,0714457E-002	9,5795600E-005
2	1	0	1	1,487400076603498E+004	1,1872828E+000	1,1871321E+000	8,0939710E-002	9,6086129E-005
2	1	0	0	1,487600076601077E+004	1,1872828E+000	1,1870557E+000	8,0890723E-002	9,6021795E-005
2	1	0	0	1,487800076598655E+004	1,1875907E+000	1,1874570E+000	8,1139512E-002	9,6349679E-005
2	1	0	0	1,488000076596234E+004	1,1878986E+000	1,1878200E+000	8,1375577E-002	9,6659533E-005
2	1	0	0	1,488200076593812E+004	1,1878986E+000	1,1877817E+000	8,1327863E-002	9,6599746E-005
2	1	0	1	1,488400076591391E+004	1,1882067E+000	1,1879728E+000	8,1556924E-002	9,6887408E-005
2	1	0	1	1,488600076588969E+004	1,1885146E+000	1,1884503E+000	8,1824802E-002	9,7244716E-005
2	1	0	1	1,488800076586548E+004	1,1885146E+000	1,1882975E+000	8,1768818E-002	9,7165685E-005
2	1	0	0	1,489000076584127E+004	1,1888225E+000	1,1886222E+000	8,2002968E-002	9,7470547E-005
2	1	0	0	1,489200076581705E+004	1,1888225E+000	1,1885841E+000	8,1984520E-002	9,7445496E-005
2	1	0	0	1,489400076579284E+004	1,1891304E+000	1,1890616E+000	8,2212947E-002	9,7756259E-005
2	1	0	0	1,489600076576862E+004	1,1894383E+000	1,1893482E+000	8,2452200E-002	9,8064374E-005
2	1	0	1	1,489800076574441E+004	1,1894383E+000	1,1892527E+000	8,2433112E-002	9,8033801E-005
2	1	0	1	1,490000076572019E+004	1,1897464E+000	1,1896156E+000	8,2643092E-002	9,8313511E-005
2	1	0	1	1,490200076569598E+004	1,1900543E+000	1,1899595E+000	8,2889974E-002	9,8635712E-005
2	1	0	1	1,490400076567176E+004	1,1900543E+000	1,1899022E+000	8,2893156E-002	9,8634744E-005
2	1	0	0	1,490600076564755E+004	1,1903622E+000	1,1901314E+000	8,3104402E-002	9,8905162E-005
2	1	0	0	1,490800076562334E+004	1,1906701E+000	1,1904563E+000	8,3358929E-002	9,9235156E-005
2	1	0	0	1,491000076559912E+004	1,1906701E+000	1,1904371E+000	8,3315656E-002	9,9182049E-005
2	1	0	1	1,491200076557491E+004	1,1909781E+000	1,1908765E+000	8,3550453E-002	9,9498269E-005
2	1	0	1	1,491400076555069E+004	1,1912861E+000	1,1911248E+000	8,3780162E-002	9,9792625E-005
2	1	0	1	1,491600076552648E+004	1,1912861E+000	1,1910676E+000	8,3740711E-002	9,9740842E-005
2	1	0	1	1,491800076550226E+004	1,1915940E+000	1,1913542E+000	8,3966590E-002	1,0003395E-004
2	1	0	0	1,492000076547805E+004	1,1919019E+000	1,1916980E+000	8,4249109E-002	1,0039949E-004
2	1	0	0	1,492200076545383E+004	1,1919019E+000	1,1918699E+000	8,4147938E-002	1,0029339E-004
2	1	0	0	1,492400076542962E+004	1,1922098E+000	1,1920036E+000	8,4361732E-002	1,0055949E-004
2	1	0	1	1,492600076540541E+004	1,1925178E+000	1,1922711E+000	8,4599711E-002	1,0086579E-004
2	1	0	1	1,492800076538119E+004	1,1925178E+000	1,1924239E+000	8,4549449E-002	1,0081879E-004
2	1	0	1	1,493000076535698E+004	1,1928257E+000	1,1926723E+000	8,4770240E-002	1,0110311E-004
2	1	0	1	1,493200076533276E+004	1,1928257E+000	1,1927105E+000	8,4751792E-002	1,0108436E-004
2	1	0	0	1,493400076530855E+004	1,1931337E+000	1,1928824E+000	8,4981494E-002	1,0137293E-004
2	1	0	0	1,493600076528433E+004	1,1934416E+000	1,1933026E+000	8,5218199E-002	1,0169110E-004
2	1	0	0	1,493800076526012E+004	1,1934416E+000	1,1932836E+000	8,5203558E-002	1,0167201E-004
2	1	0	1	1,494000076523591E+004	1,1937495E+000	1,1935128E+000	8,5426271E-002	1,0195735E-004
2	1	0	1	1,494200076521169E+004	1,1940575E+000	1,1939905E+000	8,5700512E-002	1,0232560E-004
2	1	0	1	1,494400076518748E+004	1,1940575E+000	1,1939522E+000	8,5675701E-002	1,0229270E-004
2	1	0	1	1,494600076516326E+004	1,1943654E+000	1,1941624E+000	8,5896492E-002	1,0257435E-004
2	1	0	0	1,494800076513905E+004	1,1946734E+000	1,1944871E+000	8,6122379E-002	1,0287207E-004
2	1	0	0	1,495000076511483E+004	1,1946734E+000	1,1945062E+000	8,6094379E-002	1,0284027E-004
2	1	0	0	1,495200076509062E+004	1,1949813E+000	1,1947546E+000	8,6350806E-002	1,0316802E-004
2	1	0	0	1,495400076506640E+004	1,1952893E+000	1,1950220E+000	8,6573519E-002	1,0345726E-004
2	1	0	1	1,495600076504219E+004	1,1952893E+000	1,1950793E+000	8,6553156E-002	1,0343789E-004
2	1	0	1	1,495800076501798E+004	1,1955972E+000	1,1953659E+000	8,6787313E-002	1,0374260E-004
2	1	0	1	1,496000076499376E+004	1,1959051E+000	1,1957480E+000	8,7013833E-002	1,0404662E-004
2	1	0	0	1,496200076496955E+004	1,1959051E+000	1,1957670E+000	8,6988382E-002	1,0401784E-004
2	1	0	0	1,496400076494533E+004	1,1962131E+000	1,1959389E+000	8,7249272E-002	1,0434480E-004
2	1	0	0	1,496600076492112E+004	1,1965210E+000	1,1963210E+000	8,7506972E-002	1,0468643E-004
2	1	0	0	1,496800076489690E+004	1,1965210E+000	1,1963975E+000	8,7466881E-002	1,0464516E-004
2	1	0	1	1,497000076487269E+004	1,1968290E+000	1,1966459E+000	8,7697864E-002	1,0494328E-004
2	1	0	1	1,497200076484848E+004	1,1968290E+000	1,1965694E+000	8,7685131E-002	1,0492135E-004
2	1	0	1	1,497400076482426E+004	1,1971369E+000	1,1969706E+000	8,7900840E-002	1,0521472E-004
2	1	0	0	1,497600076480005E+004	1,1974448E+000	1,1972381E+000	8,8140093E-002	1,0552468E-004
2	1	0	0	1,497800076477583E+004	1,1974448E+000	1,1971998E+000	8,8122912E-002	1,0550074E-004
2	1	0	0	1,498000076475162E+004	1,1977527E+000	1,1976966E+000	8,8337973E-002	1,0580209E-004
2	1	0	0	1,498200076472740E+004	1,1980608E+000	1,1979449E+000	8,8574044E-002	1,0610683E-004
2	1	0	1	1,498400076470319E+004	1,1980608E+000	1,1979067E+000	8,8521227E-002	1,0604018E-004
2	1	0	1	1,498600076467897E+004	1,1983687E+000	1,1981741E+000	8,8755392E-002	1,0634441E-004
2	1	0	1	1,498800076465476E+004	1,1986766E+000	1,1985753E+000	8,9023270E-002	1,0670109E-004
2	1	0	1	1,499000076463055E+004	1,1986766E+000	1,1984224E+000	8,8989548E-002	1,0664707E-004
2	1	0	0	1,499200076460633E+004	1,1989845E+000	1,1989192E+000	8,9231342E-002	1,0698117E-004
2	1	0	0	1,499400076458212E+004	1,1992924E+000	1,1992058E+000	8,9462958E-002	1,0728450E-004
2	1	0	0	1,499600076455790E+004	1,1992924E+000	1,1991675E+000	8,9433052E-002	1,0724521E-004
2	1	0	1	1,499800076453369E+004	1,1996005E+000	1,1993777E+000	8,9677386E-002	1,0755705E-004
2	1	0	1	1,500000076450947E+004	1,1999084E+000	1,1997788E+000	8,9933187E-002	1,0789993E-004
2	1	0	1	1,500200076448526E+004	1,1999084E+000	1,1998171E+000	8,9912184E-002	1,0787817E-004
2	1	0	0	1,500400076446105E+004	1,2002163E+000	1,2001610E+000	9,0145700E-002	1,0818935E-004
2	1	0	0	1,500600076443683E+004	1,2005242E+000	1,2003902E+000	9,0404049E-002	1,0852014E-004
2	1	0	0	1,500800076441262E+004	1,2005242E+000	1,2002946E+000	9,0342961E-002	1,0843817E-004
2	1	0	1	1,501000076438840E+004	1,2008321E+000	1,2006959E+000	9,0598755E-002	1,0878155E-004
2	1	0	1	1,501200076436419E+004	1,2008321E+000	1,2006195E+000	9,0567566E-002	1,0873719E-004
2	1	0	1	1,501400076433997E+004	1,2011402E+000	1,2009251E+000	9,0787098E-002	1,0902851E-004
2	1	0	1	1,501600076431576E+004	1,2014481E+000	1,2010970E+000	9,1018714E-002	1,0932230E-004
2	1	0	0	1,501800076429154E+004	1,2014481E+000	1,2013263E+000	9,1008522E-002	1,0933093E-004
2	1	0	0	1,502000076426733E+004	1,2017560E+000	1,2016510E+000	9,1256052E-002	1,0965792E-004
2	1	0	0	1,502200076424312E+004	1,2020639E+000	1,2017274E+000	9,1506116E-002	1,0996540E-004
2	1	0	1	1,502400076421890E+004	1,2020639E+000	1,2019185E+000	9,1470480E-002	1,0994006E-004
2	1	0	1	1,502600076419469E+004	1,2023718E+000	1,2023960E+000	9,1704004E-002	1,1026453E-004
2	1	0	1	1,502800076417047E+004	1,2026798E+000	1,2025298E+000	9,1957897E-002	1,1058211E-004
2	1	0	1	1,503000076414626E+004	1,2026798E+000	1,2024915E+000	9,1899350E-002	1,1050819E-004
2	1	0	0	1,503200076412204E+004	1,2029878E+000	1,2027017E+000	9,2124596E-002	1,1079841E-004
2	1	0	0	1,503400076409783E+004	1,2032957E+000	1,2031220E+000	9,2379764E-002	1,1114413E-004
2	1	0	0	1,503600076407361E+004	1,2032957E+000	1,2030647E+000	9,2366397E-002	1,1112275E-004
2	1	0	0	1,503800076404940E+004	1,2036036E+000	1,2035041E+000	9,2606917E-002	1,1145281E-004
2	1	0	1	1,504000076402519E+004	1,2039115E+000	1,2036378E+000	9,2853166E-002	1,1176158E-004
2	1	0	1	1,504200076400097E+004	1,2039115E+000	1,2036569E+000	9,2820719E-002	1,1172430E-004
2	1	0	1	1,504400076397676E+004	1,2042195E+000	1,2039626E+000	9,3067594E-002	1,1204990E-004
2	1	0	0	1,504600076395254E+004	1,2042195E+000	1,2040390E+000	9,3025602E-002	1,1200645E-004
2	1	0	0	1,504800076392833E+004	1,2045275E+000	1,2042491E+000	9,3271852E-002	1,1232254E-004
2	1	0	0	1,505000076390411E+004	1,2048354E+000	1,2047076E+000	9,3526371E-002	1,1267193E-004
2	1	0	0	1,505200076387990E+004	1,2048354E+000	1,2047076E+000	9,3489461E-002	1,1262747E-004
2	1	0	1	1,505400076385569E+004	1,2051433E+000	1,2048414E+000	9,3740158E-002	1,1294202E-004
2	1	0	1	1,505600076383147E+004	1,2054513E+000	1,2052616E+000	9,3959056E-002	1,1324524E-004
2	1	0	1	1,505800076380726E+004	1,2054513E+000	1,2052999E+000	9,3929142E-002	1,1321278E-004
2	1	0	0	1,506000076378304E+004	1,2057592E+000	1,2056628E+000	9,4166487E-002	1,1353304E-004
2	1	0	0	1,506200076375883E+004	1,2060672E+000	1,2057583E+000	9,4394915E-002	1,1381746E-004
2	1	0	0	1,506400076373461E+004	1,2060672E+000	1,2058921E+000	9,4399378E-002	1,1383546E-004
2	1	0	0	1,506600076371040E+004	1,2063751E+000	1,2061977E+000	9,4615079E-002	1,1412449E-004
2	1	0	1	1,506800076368618E+004	1,2066830E+000	1,2064270E+000	9,4867051E-002	1,1445017E-004
2	1	0	1	1,507000076366197E+004	1,2066830E+000	1,2063314E+000	9,4859421E-002	1,1443190E-004
2	1	0	1	1,507200076363776E+004	1,2069910E+000	1,2067136E+000	9,5080853E-002	1,1473535E-004
2	1	0	1	1,507400076361354E+004	1,2072989E+000	1,2071528E+000	9,5343642E-002	1,1509435E-004
2	1	0	0	1,507600076358933E+004	1,2072989E+000	1,2071147E+000	9,5314369E-002	1,1505537E-004
2	1	0	0	1,507800076356511E+004	1,2076069E+000	1,2073821E+000	9,5531993E-002	1,1534362E-004
2	1	0	0	1,508000076354090E+004	1,2079148E+000	1,2077643E+000	9,5808141E-002	1,1571365E-004
2	1	0	1	1,508200076351668E+004	1,2079148E+000	1,2077451E+000	9,5710151E-002	1,1559347E-004
2	1	0	1	1,508400076349247E+004	1,2082227E+000	1,2079743E+000	9,5957041E-002	1,1591364E-004
2	1	0	1	1,508600076346826E+004	1,2082227E+000	1,2079171E+000	9,5939219E-002	1,1588662E-004
2	1	0	1	1,508800076344404E+004	1,2085307E+000	1,2083182E+000	9,6210279E-002	1,1625263E-004
2	1	0	0	1,509000076341983E+004	1,2088386E+000	1,2086620E+000	9,6440628E-002	1,1656412E-004
2	1	0	0	1,509200076339561E+004	1,2088386E+000	1,2085665E+000	9,6401170E-002	1,1650723E-004
2	1	0	0	1,509400076337140E+004	1,2091465E+000	1,2089677E+000	9,6641690E-002	1,1683668E-004
2	1	0	1	1,509600076334718E+004	1,2094545E+000	1,2093116E+000	9,6874580E-002	1,1715155E-004
2	1	0	1	1,509800076332297E+004	1,2094545E+000	1,2093880E+000	9,6845314E-002	1,1712356E-004
2	1	0	1	1,510000076329875E+004	1,2097625E+000	1,2094454E+000	9,7106829E-002	1,1744540E-004
2	1	0	1	1,510200076327454E+004	1,2100704E+000	1,2098465E+000	9,7337812E-002	1,1776381E-004
2	1	0	0	1,510400076325033E+004	1,2100704E+000	1,2097510E+000	9,7284354E-002	1,1768984E-004
2	1	0	0	1,510600076322611E+004	1,2103783E+000	1,2101331E+000	9,7527422E-002	1,1802116E-004
2	1	0	0	1,510800076320190E+004	1,2106862E+000	1,2104006E+000	9,7762220E-002	1,1833145E-004
2	1	0	0	1,511000076317768E+004	1,2106862E+000	1,2104006E+000	9,7713858E-002	1,1827291E-004
2	1	0	1	1,511200076315347E+004	1,2109942E+000	1,2107253E+000	9,7967751E-002	1,1861204E-004
2	1	0	1	1,511400076312925E+004	1,2113022E+000	1,2110119E+000	9,8224811E-002	1,1895142E-004
2	1	0	1	1,511600076310504E+004	1,2113022E+000	1,2109545E+000	9,8209538E-002	1,1892729E-004
2	1	0	0	1,511800076308083E+004	1,2116101E+000	1,2113557E+000	9,8437332E-002	1,1924262E-004
2	1	0	0	1,512000076305661E+004	1,2119180E+000	1,2116613E+000	9,8712847E-002	1,1960654E-004
2	1	0	0	1,512200076303240E+004	1,2119180E+000	1,2116996E+000	9,8657496E-002	1,1954325E-004
2	1	0	0	1,512400076300818E+004	1,2122259E+000	1,2121390E+000	9,8892927E-002	1,1987198E-004
2	1	0	1	1,512600076298397E+004	1,2122259E+000	1,2118715E+000	9,8889746E-002	1,1984166E-004
2	1	0	1	1,512800076295975E+004	1,2125340E+000	1,2121007E+000	9,9114358E-002	1,2013659E-004
2	1	0	1	1,513000076293554E+004	1,2128419E+000	1,2127311E+000	9,9351697E-002	1,2048690E-004
2	1	0	0	1,513200076291132E+004	1,2128419E+000	1,2127503E+000	9,9324979E-002	1,2045640E-004
2	1	0	0	1,513400076288711E+004	1,2131498E+000	1,2129796E+000	9,9574402E-002	1,2078171E-004
2	1	0	0	1,513600076286290E+004	1,2134577E+000	1,2133043E+000	9,9805385E-002	1,2109430E-004
2	1	0	0	1,513800076283868E+004	1,2134577E+000	1,2133807E+000	9,9777386E-002	1,2106795E-004
2	1	0	1	1,514000076281447E+004	1,2137656E+000	1,2135335E+000	1,0001027E-001	1,2136581E-004
2	1	0	1	1,514200076279025E+004	1,2140735E+000	1,2138392E+000	1,0025906E-001	1,2169837E-004
2	1	0	1	1,514400076276604E+004	1,2140735E+000	1,2138010E+000	1,0023616E-001	1,2166675E-004
2	1	0	0	1,514600076274182E+004	1,2143816E+000	1,2141448E+000	1,0047095E-001	1,2198629E-004
2	1	0	0	1,514800076271761E+004	1,2146895E+000	1,2145078E+000	1,0073183E-001	1,2233960E-004
2	1	0	0	1,515000076269339E+004	1,2146895E+000	1,2144505E+000	1,0069939E-001	1,2229443E-004
2	1	0	0	1,515200076266918E+004	1,2149974E+000	1,2148899E+000	1,0091954E-001	1,2260613E-004
2	1	0	1	1,515400076264497E+004	1,2153053E+000	1,2151000E+000	1,0117533E-001	1,2293815E-004
2	1	0	1	1,515600076262075E+004	1,2153053E+000	1,2151765E+000	1,0115052E-001	1,2291574E-004
2	1	0	1	1,515800076259654E+004	1,2156132E+000	1,2153866E+000	1,0137133E-001	1,2320535E-004
2	1	0	1	1,516000076257232E+004	1,2159213E+000	1,2156159E+000	1,0168055E-001	1,2360449E-004
2	1	0	0	1,516200076254811E+004	1,2159213E+000	1,2156923E+000	1,0161439E-001	1,2353182E-004
2	1	0	0	1,516400076252389E+004	1,2162292E+000	1,2159789E+000	1,0185363E-001	1,2385186E-004
2	1	0	0	1,516600076249968E+004	1,2162292E+000	1,2160934E+000	1,0184664E-001	1,2385502E-004
2	1	0	1	1,516800076247547E+004	1,2165371E+000	1,2161889E+000	1,0207760E-001	1,2414565E-004
2	1	0	1	1,517000076245125E+004	1,2168450E+000	1,2164181E+000	1,0232449E-001	1,2446937E-004
2	1	0	1	1,517200076242704E+004	1,2168450E+000	1,2165138E+000	1,0231368E-001	1,2446601E-004
2	1	0	1	1,517400076240282E+004	1,2171530E+000	1,2169722E+000	1,0254721E-001	1,2479711E-004
2	1	0	0	1,517600076237861E+004	1,2174610E+000	1,2172970E+000	1,0280554E-001	1,2514487E-004
2	1	0	0	1,517800076235439E+004	1,2174610E+000	1,2173352E+000	1,0278963E-001	1,2512945E-004
2	1	0	0	1,518000076233018E+004	1,2177689E+000	1,2175262E+000	1,0303079E-001	1,2544269E-004
2	1	0	0	1,518200096230596E+004	1,2180768E+000	1,2177937E+000	1,0331359E-001	1,2581464E-004
2	1	0	1	1,518400096228175E+004	1,2180768E+000	1,2177173E+000	1,0327541E-001	1,2576026E-004
2	1	0	1	1,518600096225753E+004	1,2183847E+000	1,2181758E+000	1,0358083E-001	1,2617966E-004
2	1	0	1	1,518800096223332E+004	1,2186927E+000	1,2184814E+000	1,0377173E-001	1,2644392E-004
2	1	0	1	1,519000096220910E+004	1,2186927E+000	1,2185196E+000	1,0373991E-001	1,2640911E-004
2	1	0	0	1,519200096218489E+004	1,2190006E+000	1,2186916E+000	1,0396899E-001	1,2670613E-004
2	1	0	0	1,519400096216067E+004	1,2193086E+000	1,2191310E+000	1,0430621E-001	1,2716294E-004
2	1	0	0	1,519600096213646E+004	1,2193086E+000	1,2191118E+000	1,0423622E-001	1,2707560E-004
2	1	0	1	1,519800096211224E+004	1,2196165E+000	1,2193793E+000	1,0438894E-001	1,2728971E-004
2	1	0	1	1,520000096208803E+004	1,2199244E+000	1,2194939E+000	1,0473254E-001	1,2772069E-004
2	1	0	1	1,520200096206382E+004	1,2199244E+000	1,2196085E+000	1,0461801E-001	1,2759301E-004
2	1	0	0	1,520400096203960E+004	1,2202324E+000	1,2200097E+000	1,0494889E-001	1,2803866E-004
2	1	0	0	1,520600096201539E+004	1,2202324E+000	1,2200288E+000	1,0492343E-001	1,2800960E-004
2	1	0	0	1,520800096199117E+004	1,2205403E+000	1,2203345E+000	1,0507614E-001	1,2822804E-004
2	1	0	1	1,521000096196696E+004	1,2208483E+000	1,2206402E+000	1,0529248E-001	1,2852423E-004
2	1	0	1	1,521200096194274E+004	1,2208483E+000	1,2207547E+000	1,0529884E-001	1,2854405E-004
2	1	0	1	1,521400096191853E+004	1,2211562E+000	1,2208694E+000	1,0561063E-001	1,2893679E-004
